ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK036150,CUST047151,2025-05-25,Payment Issue,27.7,4.0,Yes
TICK036151,CUST044175,2025-06-29,Product Quality,21.8,3.6,Yes
TICK036152,CUST030538,2024-02-08,Account Access,7.7,3.4,Yes
TICK036153,CUST026956,2024-04-24,Refund,16.0,4.3,Yes
TICK036154,CUST031089,2024-06-16,Refund,12.6,4.2,Yes
TICK036155,CUST017801,2025-07-15,Payment Issue,15.5,3.7,Yes
TICK036156,CUST034769,2024-12-04,Delivery Delay,12.6,2.9,No
TICK036157,CUST033487,2024-01-25,Delivery Delay,4.3,4.2,Yes
TICK036158,CUST012217,2025-02-20,Delivery Delay,33.7,4.0,Yes
TICK036159,CUST009232,2025-11-06,Account Access,21.6,5.0,Yes
TICK036160,CUST002762,2025-01-14,Product Quality,9.7,3.3,Yes
TICK036161,CUST015832,2024-04-11,Delivery Delay,12.3,4.1,Yes
TICK036162,CUST002255,2024-05-04,Product Quality,16.9,4.4,Yes
TICK036163,CUST032844,2025-11-02,Delivery Delay,22.3,5.0,Yes
TICK036164,CUST033427,2024-08-11,Product Information,21.5,3.2,Yes
TICK036165,CUST004658,2024-01-27,Payment Issue,17.2,5.0,Yes
TICK036166,CUST033172,2025-04-26,Payment Issue,7.3,3.7,Yes
TICK036167,CUST013789,2024-09-01,Product Information,9.8,3.0,Yes
TICK036168,CUST013563,2024-05-19,Refund,46.1,3.7,Yes
TICK036169,CUST001802,2024-08-09,Delivery Delay,30.2,3.0,Yes
TICK036170,CUST004477,2024-04-22,Product Information,11.1,3.2,Yes
TICK036171,CUST011668,2024-11-13,Cancellation,29.4,2.3,Yes
TICK036172,CUST019860,2025-04-04,Delivery Delay,49.6,4.6,Yes
TICK036173,CUST014548,2025-02-13,Product Quality,45.9,3.1,Yes
TICK036174,CUST028222,2024-06-09,Payment Issue,11.4,5.0,Yes
TICK036175,CUST018803,2024-03-26,Delivery Delay,21.0,5.0,No
TICK036176,CUST026507,2024-02-08,Product Information,14.7,4.7,Yes
TICK036177,CUST005230,2024-06-26,Delivery Delay,19.5,4.3,Yes
TICK036178,CUST037102,2024-02-04,Delivery Delay,17.5,2.7,Yes
TICK036179,CUST001882,2024-03-06,Delivery Delay,5.8,3.2,Yes
TICK036180,CUST035323,2025-07-13,Cancellation,19.1,3.8,Yes
TICK036181,CUST042086,2024-03-27,Refund,4.8,4.5,Yes
TICK036182,CUST039083,2025-07-14,Payment Issue,12.7,4.1,Yes
TICK036183,CUST012743,2024-05-21,Delivery Delay,7.4,1.6,Yes
TICK036184,CUST045414,2025-08-14,Cancellation,15.0,1.4,Yes
TICK036185,CUST010876,2024-08-31,Payment Issue,22.5,4.3,Yes
TICK036186,CUST039935,2025-03-20,Product Quality,52.7,4.4,Yes
TICK036187,CUST001557,2024-03-24,Refund,39.4,4.4,Yes
TICK036188,CUST044287,2024-03-04,Account Access,8.6,4.3,Yes
TICK036189,CUST028311,2024-03-28,Payment Issue,9.5,3.5,Yes
TICK036190,CUST026838,2025-12-19,Product Information,13.9,3.4,Yes
TICK036191,CUST034299,2024-10-02,Delivery Delay,13.2,2.9,Yes
TICK036192,CUST004874,2024-11-18,Refund,31.7,4.1,No
TICK036193,CUST037379,2024-03-26,Refund,16.9,2.5,Yes
TICK036194,CUST009466,2024-10-16,Payment Issue,38.0,3.4,Yes
TICK036195,CUST045684,2025-04-13,Refund,6.7,3.4,Yes
TICK036196,CUST034875,2025-03-22,Refund,16.3,4.3,Yes
TICK036197,CUST045925,2024-06-29,Product Information,7.8,5.0,Yes
TICK036198,CUST021256,2024-10-27,Payment Issue,34.4,3.0,Yes
TICK036199,CUST001514,2025-03-31,Account Access,15.8,4.5,Yes
TICK036200,CUST009420,2024-04-09,Account Access,9.3,3.6,Yes
TICK036201,CUST021513,2025-12-20,Cancellation,44.9,5.0,Yes
TICK036202,CUST018567,2024-03-02,Account Access,59.6,2.3,Yes
TICK036203,CUST044624,2025-08-31,Product Quality,17.5,3.3,Yes
TICK036204,CUST049748,2025-08-05,Product Quality,18.3,3.7,Yes
TICK036205,CUST037882,2024-12-27,Refund,44.2,3.3,Yes
TICK036206,CUST033916,2024-08-28,Product Quality,29.3,4.7,Yes
TICK036207,CUST020316,2025-03-05,Refund,33.2,4.1,Yes
TICK036208,CUST029432,2025-12-22,Payment Issue,7.1,2.8,Yes
TICK036209,CUST008192,2024-01-19,Product Quality,32.3,3.0,Yes
TICK036210,CUST027686,2025-10-18,Delivery Delay,46.5,5.0,Yes
TICK036211,CUST017728,2025-07-03,Cancellation,29.0,4.2,No
TICK036212,CUST031923,2025-11-01,Delivery Delay,15.1,2.8,Yes
TICK036213,CUST030522,2025-09-27,Delivery Delay,17.3,3.1,Yes
TICK036214,CUST017349,2024-01-28,Product Quality,37.4,4.5,Yes
TICK036215,CUST045903,2024-08-10,Product Quality,31.5,4.5,Yes
TICK036216,CUST028734,2024-02-07,Payment Issue,22.4,3.0,Yes
TICK036217,CUST009314,2024-10-24,Payment Issue,25.0,3.4,Yes
TICK036218,CUST049327,2025-02-16,Delivery Delay,17.2,2.7,Yes
TICK036219,CUST022748,2025-07-22,Delivery Delay,21.1,2.9,Yes
TICK036220,CUST013455,2024-05-02,Refund,23.6,3.6,Yes
TICK036221,CUST003326,2025-07-31,Cancellation,10.6,4.3,Yes
TICK036222,CUST043433,2024-02-02,Delivery Delay,10.8,2.5,Yes
TICK036223,CUST033443,2024-09-20,Delivery Delay,9.5,3.9,Yes
TICK036224,CUST036863,2024-06-22,Product Quality,48.8,4.8,Yes
TICK036225,CUST049079,2025-04-24,Refund,5.7,5.0,Yes
TICK036226,CUST001698,2025-12-13,Product Quality,14.0,4.1,Yes
TICK036227,CUST028926,2024-01-09,Account Access,10.1,3.9,Yes
TICK036228,CUST038289,2024-09-04,Cancellation,15.4,4.2,Yes
TICK036229,CUST000748,2024-09-21,Account Access,12.4,4.3,Yes
TICK036230,CUST019288,2025-06-23,Product Quality,14.9,3.2,Yes
TICK036231,CUST007373,2025-04-01,Refund,32.0,4.7,Yes
TICK036232,CUST031776,2024-10-13,Delivery Delay,15.7,3.9,Yes
TICK036233,CUST024226,2025-03-30,Product Information,33.1,3.9,Yes
TICK036234,CUST024619,2024-08-06,Delivery Delay,12.9,2.7,Yes
TICK036235,CUST024340,2024-12-26,Product Quality,12.4,3.2,Yes
TICK036236,CUST043330,2025-12-16,Account Access,24.8,3.8,Yes
TICK036237,CUST040677,2025-10-03,Delivery Delay,12.9,4.7,Yes
TICK036238,CUST029361,2024-01-20,Product Information,5.0,4.8,Yes
TICK036239,CUST026173,2025-04-13,Delivery Delay,17.2,3.3,Yes
TICK036240,CUST031613,2025-11-06,Product Quality,28.4,4.7,Yes
TICK036241,CUST015160,2025-07-30,Payment Issue,14.7,5.0,Yes
TICK036242,CUST043625,2025-04-03,Refund,17.8,4.1,Yes
TICK036243,CUST040586,2024-09-04,Cancellation,11.3,1.0,Yes
TICK036244,CUST047311,2025-01-10,Delivery Delay,20.3,4.9,No
TICK036245,CUST048332,2025-04-23,Product Information,53.9,5.0,Yes
TICK036246,CUST008593,2024-10-05,Refund,20.2,4.0,No
TICK036247,CUST037318,2025-08-07,Product Quality,83.2,3.8,Yes
TICK036248,CUST027692,2025-08-31,Payment Issue,12.2,5.0,Yes
TICK036249,CUST032896,2025-02-02,Cancellation,9.0,3.3,Yes
TICK036250,CUST004926,2024-06-05,Product Quality,16.9,2.5,Yes
TICK036251,CUST040082,2024-03-19,Product Quality,36.2,5.0,Yes
TICK036252,CUST037448,2024-09-19,Delivery Delay,5.8,3.3,Yes
TICK036253,CUST002669,2025-11-24,Product Quality,20.0,3.9,Yes
TICK036254,CUST019273,2025-06-24,Product Information,14.8,2.9,No
TICK036255,CUST031148,2024-11-28,Product Quality,6.8,4.5,Yes
TICK036256,CUST017938,2024-05-13,Refund,10.6,3.1,Yes
TICK036257,CUST043495,2025-02-27,Product Quality,35.0,2.5,Yes
TICK036258,CUST020602,2024-05-25,Cancellation,29.3,3.5,Yes
TICK036259,CUST045521,2025-08-03,Delivery Delay,14.3,3.2,Yes
TICK036260,CUST015484,2025-11-05,Product Quality,18.8,5.0,Yes
TICK036261,CUST018956,2024-01-17,Payment Issue,9.2,3.8,Yes
TICK036262,CUST033979,2025-05-28,Product Quality,16.7,5.0,Yes
TICK036263,CUST047350,2025-03-29,Payment Issue,13.4,4.0,Yes
TICK036264,CUST043999,2024-06-08,Product Quality,16.7,4.2,Yes
TICK036265,CUST047238,2024-06-19,Delivery Delay,51.1,3.9,Yes
TICK036266,CUST001399,2024-07-20,Delivery Delay,13.1,4.2,Yes
TICK036267,CUST024184,2025-03-11,Refund,5.2,2.9,Yes
TICK036268,CUST024753,2025-03-29,Refund,2.4,4.9,No
TICK036269,CUST017745,2024-02-16,Delivery Delay,36.5,5.0,Yes
TICK036270,CUST002912,2025-07-08,Product Quality,8.3,4.1,Yes
TICK036271,CUST011274,2025-09-08,Payment Issue,4.2,4.5,Yes
TICK036272,CUST006743,2025-04-27,Refund,7.9,4.8,Yes
TICK036273,CUST013486,2024-08-07,Product Information,49.7,3.0,Yes
TICK036274,CUST009805,2025-05-10,Payment Issue,18.3,3.5,Yes
TICK036275,CUST022968,2025-07-03,Account Access,26.5,3.4,Yes
TICK036276,CUST026993,2024-10-02,Refund,43.4,3.5,Yes
TICK036277,CUST036958,2024-11-30,Delivery Delay,48.5,4.7,Yes
TICK036278,CUST046894,2024-04-20,Product Quality,19.5,3.6,Yes
TICK036279,CUST007847,2024-01-15,Account Access,58.7,2.1,Yes
TICK036280,CUST047451,2024-02-23,Payment Issue,42.0,3.4,Yes
TICK036281,CUST030533,2025-03-08,Product Quality,10.9,3.6,Yes
TICK036282,CUST012651,2025-06-14,Payment Issue,15.0,4.6,Yes
TICK036283,CUST041480,2025-07-07,Product Information,22.7,2.9,Yes
TICK036284,CUST002835,2025-10-02,Refund,16.3,4.0,Yes
TICK036285,CUST022033,2025-06-23,Delivery Delay,21.1,3.9,Yes
TICK036286,CUST013688,2025-09-06,Account Access,17.0,5.0,Yes
TICK036287,CUST013429,2024-12-20,Product Quality,20.4,1.9,Yes
TICK036288,CUST010416,2024-04-17,Payment Issue,10.4,3.7,Yes
TICK036289,CUST030038,2024-02-11,Delivery Delay,36.4,2.4,Yes
TICK036290,CUST033940,2025-05-14,Delivery Delay,26.3,4.3,Yes
TICK036291,CUST000592,2025-04-02,Product Quality,25.1,2.7,Yes
TICK036292,CUST047644,2025-01-28,Payment Issue,16.2,5.0,Yes
TICK036293,CUST003256,2025-09-06,Product Quality,9.9,3.2,Yes
TICK036294,CUST008091,2024-05-13,Cancellation,12.4,3.4,Yes
TICK036295,CUST026155,2025-06-03,Product Information,17.9,3.5,Yes
TICK036296,CUST011640,2025-05-29,Product Information,14.0,3.2,Yes
TICK036297,CUST044403,2025-10-31,Delivery Delay,17.4,3.7,No
TICK036298,CUST005841,2025-09-06,Product Quality,30.3,3.8,Yes
TICK036299,CUST009153,2025-12-23,Account Access,30.9,2.9,Yes
TICK036300,CUST012010,2025-10-25,Delivery Delay,32.2,4.1,Yes
TICK036301,CUST002434,2024-05-05,Product Quality,21.3,2.1,Yes
TICK036302,CUST010632,2024-04-05,Product Quality,8.3,4.5,Yes
TICK036303,CUST033821,2024-09-17,Payment Issue,24.1,3.0,Yes
TICK036304,CUST008867,2025-07-28,Product Quality,59.4,4.3,Yes
TICK036305,CUST013309,2025-03-07,Cancellation,40.4,4.9,No
TICK036306,CUST042462,2024-06-15,Cancellation,61.9,5.0,Yes
TICK036307,CUST021033,2024-01-24,Delivery Delay,8.6,1.5,Yes
TICK036308,CUST015078,2024-01-26,Delivery Delay,12.5,4.7,Yes
TICK036309,CUST037744,2025-07-18,Product Information,14.6,4.2,Yes
TICK036310,CUST012775,2024-02-12,Product Information,16.3,4.3,Yes
TICK036311,CUST026898,2024-12-12,Product Information,36.6,4.2,Yes
TICK036312,CUST035944,2025-11-14,Delivery Delay,44.4,4.0,Yes
TICK036313,CUST024047,2025-11-12,Cancellation,17.9,2.7,Yes
TICK036314,CUST042307,2025-01-22,Refund,31.3,5.0,Yes
TICK036315,CUST004622,2024-03-30,Cancellation,13.9,4.7,Yes
TICK036316,CUST035725,2025-09-18,Product Quality,10.2,5.0,Yes
TICK036317,CUST004790,2024-08-07,Product Information,10.7,3.1,Yes
TICK036318,CUST039529,2024-06-20,Delivery Delay,8.9,4.8,Yes
TICK036319,CUST023889,2025-02-28,Payment Issue,5.7,4.7,Yes
TICK036320,CUST014439,2024-11-13,Payment Issue,27.1,3.0,Yes
TICK036321,CUST008272,2024-06-17,Payment Issue,6.8,4.3,Yes
TICK036322,CUST013964,2024-06-02,Delivery Delay,22.9,3.5,No
TICK036323,CUST048890,2025-07-19,Cancellation,12.7,4.7,Yes
TICK036324,CUST032796,2025-07-20,Delivery Delay,70.2,3.8,Yes
TICK036325,CUST025590,2025-01-21,Refund,12.8,5.0,Yes
TICK036326,CUST030727,2024-02-26,Payment Issue,11.5,3.0,Yes
TICK036327,CUST010080,2025-10-11,Account Access,17.9,2.1,Yes
TICK036328,CUST002466,2025-10-18,Product Quality,42.1,4.4,Yes
TICK036329,CUST047800,2024-12-07,Refund,13.1,4.8,Yes
TICK036330,CUST037889,2024-12-17,Product Information,34.0,3.9,No
TICK036331,CUST031818,2024-11-25,Delivery Delay,34.9,4.9,Yes
TICK036332,CUST045429,2025-11-29,Payment Issue,29.1,4.7,Yes
TICK036333,CUST004815,2024-03-16,Delivery Delay,43.2,3.2,Yes
TICK036334,CUST031690,2025-04-06,Product Quality,16.6,3.4,Yes
TICK036335,CUST033273,2024-04-15,Product Quality,55.9,3.4,Yes
TICK036336,CUST027750,2025-01-02,Refund,9.0,4.5,Yes
TICK036337,CUST003008,2024-12-09,Product Information,21.9,4.7,Yes
TICK036338,CUST039242,2024-04-15,Product Information,35.7,4.9,Yes
TICK036339,CUST043806,2025-11-29,Account Access,15.3,4.3,Yes
TICK036340,CUST004536,2024-08-04,Delivery Delay,6.7,4.3,No
TICK036341,CUST022956,2025-12-21,Refund,20.0,2.6,Yes
TICK036342,CUST048345,2025-03-30,Refund,43.3,3.7,Yes
TICK036343,CUST047628,2025-11-24,Product Quality,25.5,4.2,Yes
TICK036344,CUST017222,2025-01-20,Account Access,13.3,4.2,Yes
TICK036345,CUST008390,2024-08-03,Refund,37.8,4.0,Yes
TICK036346,CUST022870,2024-05-11,Refund,27.8,4.3,Yes
TICK036347,CUST044148,2024-06-28,Account Access,10.5,3.1,Yes
TICK036348,CUST020615,2024-07-10,Refund,13.7,3.5,Yes
TICK036349,CUST034050,2024-11-12,Refund,4.7,4.7,Yes
TICK036350,CUST017854,2024-07-30,Delivery Delay,13.1,5.0,No
TICK036351,CUST009421,2024-02-13,Refund,27.0,2.7,Yes
TICK036352,CUST007803,2025-06-29,Refund,26.5,3.4,Yes
TICK036353,CUST027163,2025-04-04,Product Information,28.3,3.5,Yes
TICK036354,CUST041212,2025-08-01,Product Quality,14.1,4.7,Yes
TICK036355,CUST003519,2024-02-01,Payment Issue,24.9,4.2,Yes
TICK036356,CUST017791,2024-10-06,Delivery Delay,27.6,5.0,Yes
TICK036357,CUST024321,2024-11-28,Product Information,14.9,2.5,Yes
TICK036358,CUST019688,2024-03-29,Delivery Delay,20.8,5.0,Yes
TICK036359,CUST022820,2025-05-06,Delivery Delay,20.6,4.8,No
TICK036360,CUST041670,2025-10-25,Payment Issue,13.0,5.0,Yes
TICK036361,CUST048744,2024-11-11,Delivery Delay,13.3,3.8,Yes
TICK036362,CUST031649,2024-08-15,Refund,68.5,3.3,Yes
TICK036363,CUST019357,2024-11-07,Product Information,10.4,4.7,Yes
TICK036364,CUST046894,2024-02-29,Delivery Delay,23.5,3.3,Yes
TICK036365,CUST033627,2024-03-16,Refund,42.9,2.9,Yes
TICK036366,CUST042620,2025-12-21,Cancellation,22.5,5.0,No
TICK036367,CUST023987,2024-12-22,Delivery Delay,13.2,3.1,Yes
TICK036368,CUST027742,2024-11-02,Delivery Delay,26.4,4.0,Yes
TICK036369,CUST000292,2024-01-20,Delivery Delay,20.9,5.0,Yes
TICK036370,CUST002791,2025-09-20,Delivery Delay,7.7,3.5,Yes
TICK036371,CUST048856,2024-03-02,Product Quality,15.1,4.2,Yes
TICK036372,CUST004428,2025-09-18,Product Information,9.8,4.8,Yes
TICK036373,CUST032395,2024-07-14,Account Access,13.4,3.5,Yes
TICK036374,CUST045365,2025-07-21,Refund,19.9,3.0,Yes
TICK036375,CUST024896,2025-10-07,Cancellation,11.5,3.7,Yes
TICK036376,CUST045234,2024-01-06,Refund,20.0,4.5,Yes
TICK036377,CUST048538,2025-10-31,Product Quality,10.7,3.7,Yes
TICK036378,CUST017964,2025-09-24,Product Quality,42.7,3.5,Yes
TICK036379,CUST037528,2024-03-07,Product Quality,59.8,5.0,Yes
TICK036380,CUST028242,2024-02-10,Refund,30.7,4.4,Yes
TICK036381,CUST049581,2024-07-05,Refund,32.3,3.5,Yes
TICK036382,CUST042979,2024-08-30,Refund,18.9,2.8,Yes
TICK036383,CUST006411,2024-03-22,Product Quality,21.1,4.3,Yes
TICK036384,CUST042468,2024-10-04,Cancellation,9.0,3.4,Yes
TICK036385,CUST027561,2025-02-08,Cancellation,18.6,3.7,Yes
TICK036386,CUST028864,2025-08-12,Cancellation,9.3,3.2,Yes
TICK036387,CUST042246,2025-07-24,Payment Issue,9.1,2.7,Yes
TICK036388,CUST012599,2024-03-21,Delivery Delay,24.8,2.9,Yes
TICK036389,CUST014495,2025-01-19,Delivery Delay,3.2,2.7,Yes
TICK036390,CUST006426,2025-06-09,Delivery Delay,7.3,4.7,Yes
TICK036391,CUST023663,2024-12-15,Payment Issue,32.4,4.2,Yes
TICK036392,CUST018227,2025-08-19,Product Information,13.6,4.1,Yes
TICK036393,CUST036821,2024-08-20,Cancellation,10.4,3.6,Yes
TICK036394,CUST016594,2024-06-03,Product Quality,19.0,3.8,Yes
TICK036395,CUST031767,2024-06-06,Refund,25.4,5.0,Yes
TICK036396,CUST005856,2025-06-20,Cancellation,14.9,3.5,Yes
TICK036397,CUST034038,2024-02-16,Refund,8.8,4.0,Yes
TICK036398,CUST020521,2024-12-02,Product Information,25.2,5.0,Yes
TICK036399,CUST004470,2024-03-01,Product Quality,13.1,5.0,Yes
TICK036400,CUST007780,2025-12-14,Product Quality,21.2,3.8,Yes
TICK036401,CUST023743,2024-05-01,Product Information,8.9,4.4,Yes
TICK036402,CUST046428,2024-05-17,Product Information,11.4,3.1,Yes
TICK036403,CUST025349,2025-07-01,Product Quality,27.1,4.1,Yes
TICK036404,CUST012902,2024-04-27,Product Quality,29.2,4.5,Yes
TICK036405,CUST032804,2024-10-22,Product Information,24.7,2.7,Yes
TICK036406,CUST019417,2025-07-10,Delivery Delay,9.4,3.2,Yes
TICK036407,CUST003487,2025-04-25,Cancellation,7.7,4.7,Yes
TICK036408,CUST017992,2024-11-10,Account Access,20.4,5.0,Yes
TICK036409,CUST019497,2024-09-28,Product Quality,7.5,2.9,No
TICK036410,CUST035683,2025-10-30,Product Information,17.7,5.0,Yes
TICK036411,CUST015422,2025-10-01,Account Access,17.3,2.2,Yes
TICK036412,CUST044566,2024-08-24,Product Quality,19.1,3.7,Yes
TICK036413,CUST002599,2024-01-13,Payment Issue,23.6,2.7,Yes
TICK036414,CUST014293,2025-02-02,Cancellation,10.4,3.7,Yes
TICK036415,CUST046311,2025-07-10,Product Quality,26.6,2.7,Yes
TICK036416,CUST013768,2025-04-18,Payment Issue,26.5,1.4,No
TICK036417,CUST048972,2024-09-29,Delivery Delay,19.5,3.4,Yes
TICK036418,CUST049339,2024-03-27,Delivery Delay,26.1,2.5,Yes
TICK036419,CUST010009,2024-03-23,Refund,23.7,2.5,Yes
TICK036420,CUST016697,2024-05-09,Product Quality,28.9,3.2,Yes
TICK036421,CUST033018,2024-07-13,Payment Issue,20.4,3.5,Yes
TICK036422,CUST039898,2024-03-03,Payment Issue,28.8,3.8,Yes
TICK036423,CUST009416,2024-02-26,Delivery Delay,19.6,4.4,Yes
TICK036424,CUST027174,2024-09-01,Product Information,31.7,2.2,Yes
TICK036425,CUST013273,2025-07-20,Payment Issue,24.0,5.0,Yes
TICK036426,CUST022021,2024-12-23,Delivery Delay,13.6,4.6,Yes
TICK036427,CUST038051,2025-12-11,Product Information,8.4,4.8,Yes
TICK036428,CUST046685,2024-03-26,Product Quality,13.7,2.6,Yes
TICK036429,CUST008489,2025-09-11,Account Access,25.1,3.7,Yes
TICK036430,CUST035075,2025-02-12,Refund,28.3,3.5,Yes
TICK036431,CUST042054,2025-04-27,Product Information,71.0,4.8,Yes
TICK036432,CUST041433,2024-11-07,Product Information,15.2,3.4,Yes
TICK036433,CUST005936,2024-06-27,Delivery Delay,31.8,3.7,Yes
TICK036434,CUST002227,2025-03-18,Product Quality,40.8,2.1,Yes
TICK036435,CUST040195,2024-07-12,Cancellation,10.3,2.7,Yes
TICK036436,CUST027912,2024-05-20,Delivery Delay,12.4,4.0,Yes
TICK036437,CUST001013,2025-09-23,Payment Issue,10.4,4.1,Yes
TICK036438,CUST001334,2025-05-11,Delivery Delay,57.2,3.2,Yes
TICK036439,CUST025546,2024-09-03,Refund,29.3,5.0,Yes
TICK036440,CUST014682,2025-10-27,Delivery Delay,8.3,4.9,Yes
TICK036441,CUST010199,2024-10-18,Delivery Delay,54.0,4.4,Yes
TICK036442,CUST039660,2024-06-28,Payment Issue,45.1,5.0,Yes
TICK036443,CUST010205,2024-07-11,Product Quality,11.0,2.3,Yes
TICK036444,CUST024216,2024-10-09,Payment Issue,20.3,3.0,Yes
TICK036445,CUST005496,2024-08-14,Account Access,10.0,4.2,No
TICK036446,CUST024687,2024-06-01,Cancellation,15.5,4.1,Yes
TICK036447,CUST029147,2025-07-26,Product Information,24.1,3.9,Yes
TICK036448,CUST001317,2025-01-03,Product Quality,22.9,4.0,Yes
TICK036449,CUST027697,2024-08-13,Refund,26.0,3.6,Yes
TICK036450,CUST012244,2025-01-29,Refund,33.8,1.4,Yes
TICK036451,CUST027384,2024-06-04,Cancellation,6.9,4.4,Yes
TICK036452,CUST021189,2024-01-17,Account Access,11.5,3.7,No
TICK036453,CUST020666,2024-12-14,Delivery Delay,2.9,4.5,Yes
TICK036454,CUST008726,2024-02-24,Payment Issue,42.8,3.0,Yes
TICK036455,CUST038726,2025-07-07,Delivery Delay,44.6,3.3,Yes
TICK036456,CUST036494,2024-03-16,Account Access,15.8,4.4,Yes
TICK036457,CUST033821,2024-04-05,Payment Issue,32.0,4.8,Yes
TICK036458,CUST019695,2024-05-04,Cancellation,12.5,3.5,Yes
TICK036459,CUST032335,2025-04-25,Account Access,32.1,4.4,Yes
TICK036460,CUST024059,2025-01-24,Payment Issue,4.6,3.9,Yes
TICK036461,CUST016075,2024-04-27,Product Information,41.4,3.9,Yes
TICK036462,CUST040927,2024-09-25,Payment Issue,16.7,5.0,Yes
TICK036463,CUST007356,2025-12-26,Refund,6.2,4.9,Yes
TICK036464,CUST047901,2025-11-05,Product Quality,16.0,4.5,Yes
TICK036465,CUST039314,2024-04-27,Product Quality,21.4,2.1,Yes
TICK036466,CUST042801,2025-12-22,Product Information,5.7,3.9,Yes
TICK036467,CUST043140,2024-02-11,Product Quality,75.6,4.1,Yes
TICK036468,CUST018096,2025-04-05,Delivery Delay,18.8,4.3,Yes
TICK036469,CUST011503,2025-11-06,Delivery Delay,19.3,3.6,Yes
TICK036470,CUST021619,2024-05-30,Refund,27.6,3.0,Yes
TICK036471,CUST034986,2024-10-07,Product Quality,28.8,4.2,Yes
TICK036472,CUST033371,2024-08-03,Product Information,38.9,5.0,Yes
TICK036473,CUST018575,2025-01-07,Product Information,13.5,4.2,Yes
TICK036474,CUST029489,2024-09-28,Cancellation,46.5,5.0,Yes
TICK036475,CUST036204,2025-11-11,Product Quality,13.7,4.7,Yes
TICK036476,CUST039582,2024-03-09,Delivery Delay,8.5,3.4,Yes
TICK036477,CUST041230,2025-01-20,Refund,50.6,2.5,Yes
TICK036478,CUST042788,2024-09-12,Payment Issue,7.8,4.8,Yes
TICK036479,CUST034703,2025-01-18,Refund,6.2,3.8,Yes
TICK036480,CUST032763,2025-07-03,Product Quality,14.1,3.6,Yes
TICK036481,CUST029579,2024-09-25,Product Quality,20.8,5.0,Yes
TICK036482,CUST023453,2024-07-09,Product Information,17.6,2.9,Yes
TICK036483,CUST034269,2024-04-18,Product Information,7.2,3.6,Yes
TICK036484,CUST029810,2024-05-04,Product Quality,6.6,4.0,Yes
TICK036485,CUST026658,2025-09-14,Product Information,4.4,2.9,Yes
TICK036486,CUST037336,2024-10-13,Refund,5.0,3.9,Yes
TICK036487,CUST017421,2025-05-17,Product Information,421.0,3.1,Yes
TICK036488,CUST043924,2024-03-20,Refund,24.9,4.3,Yes
TICK036489,CUST034815,2024-11-14,Delivery Delay,9.8,4.3,Yes
TICK036490,CUST003934,2025-08-09,Product Quality,24.2,2.0,Yes
TICK036491,CUST019031,2024-06-19,Delivery Delay,38.0,3.7,No
TICK036492,CUST017007,2024-12-10,Product Quality,16.5,4.1,Yes
TICK036493,CUST024779,2024-03-18,Product Information,16.6,1.9,Yes
TICK036494,CUST027545,2024-12-20,Product Information,8.0,3.0,Yes
TICK036495,CUST034822,2025-12-20,Refund,141.8,3.6,Yes
TICK036496,CUST000212,2025-03-03,Refund,29.0,4.2,Yes
TICK036497,CUST011511,2025-05-05,Refund,26.6,4.3,Yes
TICK036498,CUST030254,2025-04-14,Product Information,49.1,3.5,Yes
TICK036499,CUST040175,2025-06-23,Payment Issue,15.0,4.7,Yes
TICK036500,CUST048015,2025-11-15,Product Information,12.5,2.5,Yes
TICK036501,CUST017531,2025-10-28,Product Information,17.5,3.7,Yes
TICK036502,CUST022511,2025-01-23,Refund,29.1,4.3,Yes
TICK036503,CUST038214,2024-03-01,Product Quality,15.8,4.0,Yes
TICK036504,CUST044675,2024-08-15,Product Information,14.8,3.4,Yes
TICK036505,CUST006322,2024-02-24,Product Information,50.3,3.2,Yes
TICK036506,CUST022916,2025-02-04,Payment Issue,98.4,3.0,Yes
TICK036507,CUST040333,2025-05-21,Delivery Delay,28.8,2.6,Yes
TICK036508,CUST009895,2025-07-14,Product Quality,29.8,3.4,Yes
TICK036509,CUST020560,2024-01-19,Cancellation,23.7,3.2,Yes
TICK036510,CUST033183,2025-05-27,Refund,26.8,4.5,Yes
TICK036511,CUST037763,2024-11-14,Delivery Delay,27.1,4.9,Yes
TICK036512,CUST032345,2024-04-08,Product Information,19.5,5.0,Yes
TICK036513,CUST018057,2024-07-10,Account Access,16.4,3.8,Yes
TICK036514,CUST015299,2024-03-02,Payment Issue,19.9,4.6,Yes
TICK036515,CUST014393,2024-07-10,Delivery Delay,5.6,3.5,Yes
TICK036516,CUST046572,2025-08-17,Account Access,4.8,4.8,Yes
TICK036517,CUST033457,2024-12-19,Product Quality,27.8,5.0,Yes
TICK036518,CUST018228,2024-07-26,Product Information,44.2,3.0,Yes
TICK036519,CUST042256,2025-07-27,Delivery Delay,11.1,4.8,Yes
TICK036520,CUST044757,2024-08-15,Payment Issue,5.2,3.4,Yes
TICK036521,CUST046273,2025-10-02,Product Quality,34.4,1.9,Yes
TICK036522,CUST012915,2025-06-09,Delivery Delay,30.7,4.2,Yes
TICK036523,CUST030922,2024-01-10,Delivery Delay,19.9,4.0,Yes
TICK036524,CUST043878,2024-10-25,Delivery Delay,8.8,2.6,Yes
TICK036525,CUST011167,2025-11-19,Product Information,7.5,3.8,Yes
TICK036526,CUST009716,2024-07-23,Product Information,29.1,3.6,Yes
TICK036527,CUST047065,2025-01-05,Product Information,29.6,3.8,Yes
