order_id,customer_id,order_date,payment_method,shipping_type,order_status,total_amount,discount_amount,shipping_cost
ORD0196891,CUST008596,2025-06-05,Credit Card,Standard,Completed,886.71,125.74,50.59
ORD0196892,CUST048274,2024-02-26,UPI,Express,Completed,22702.96,2484.1,138.74
ORD0196893,CUST036845,2025-01-26,UPI,Standard,Completed,626.31,152.06,74.11
ORD0196894,CUST000741,2024-04-13,UPI,Express,Completed,30220.97,731.8,105.21
ORD0196895,CUST016550,2024-08-26,Credit Card,Standard,Completed,6456.15,850.04,44.72
ORD0196896,CUST043010,2025-08-12,Credit Card,Express,Completed,3157.07,121.91,100.32
ORD0196897,CUST037447,2025-02-20,Wallet,Standard,Cancelled,538.97,67.96,44.78
ORD0196898,CUST001839,2025-06-30,Debit Card,Same Day,Completed,3105.35,377.69,230.21
ORD0196899,CUST018239,2024-04-17,UPI,Standard,Completed,3032.81,750.6,51.83
ORD0196900,CUST003648,2025-08-23,Debit Card,Express,Completed,6912.66,1418.69,198.24
ORD0196901,CUST013015,2024-02-24,Credit Card,Standard,Completed,3611.07,590.88,42.9
ORD0196902,CUST013025,2024-10-02,COD,Standard,Cancelled,6255.64,517.81,97.76
ORD0196903,CUST008594,2024-01-17,Credit Card,Express,Completed,6215.67,446.29,192.4
ORD0196904,CUST016941,2024-07-29,UPI,Standard,Completed,1096.56,238.08,43.13
ORD0196905,CUST043463,2024-02-28,UPI,Express,Completed,3096.78,113.81,147.19
ORD0196906,CUST027091,2024-02-13,UPI,Express,Completed,86.9,8.1,196.55
ORD0196907,CUST047784,2024-06-19,UPI,Standard,Completed,1011.76,144.48,85.01
ORD0196908,CUST031265,2024-04-02,UPI,Standard,Completed,5040.12,0.0,70.36
ORD0196909,CUST018873,2024-05-11,Wallet,Standard,Cancelled,1545.86,14.42,97.63
ORD0196910,CUST006471,2024-08-29,Net Banking,Standard,Cancelled,13970.28,1456.05,73.56
ORD0196911,CUST049720,2025-12-21,COD,Standard,Completed,7936.76,794.2,67.43
ORD0196912,CUST005399,2025-06-02,UPI,Express,Completed,380.94,94.86,173.09
ORD0196913,CUST003885,2024-01-21,Debit Card,Standard,Completed,6361.9,1288.0,44.28
ORD0196914,CUST036342,2024-03-21,Credit Card,Standard,Completed,5265.81,511.53,72.75
ORD0196915,CUST033974,2024-10-01,COD,Standard,Completed,960.61,169.92,68.34
ORD0196916,CUST031830,2025-11-03,COD,Standard,Completed,768.16,196.48,82.9
ORD0196917,CUST000891,2024-04-23,Credit Card,Standard,Cancelled,8205.82,397.58,86.41
ORD0196918,CUST012128,2025-08-01,UPI,Express,Completed,4446.28,775.6,131.8
ORD0196919,CUST004668,2025-11-04,Credit Card,Express,Returned,1219.08,203.2,165.14
ORD0196920,CUST031191,2024-08-26,Credit Card,Standard,Completed,4696.76,15.16,79.59
ORD0196921,CUST026357,2024-10-17,COD,Same Day,Completed,292.11,0.0,262.87
ORD0196922,CUST031434,2025-02-27,Debit Card,Standard,Completed,4228.51,514.43,95.1
ORD0196923,CUST040838,2025-05-23,UPI,Standard,Completed,2237.23,20.0,70.9
ORD0196924,CUST034336,2024-02-09,Net Banking,Standard,Completed,1447.52,48.48,59.85
ORD0196925,CUST016681,2025-10-06,Debit Card,Standard,Completed,1779.02,75.97,85.98
ORD0196926,CUST033674,2024-12-28,Credit Card,Standard,Completed,11486.12,739.24,63.84
ORD0196927,CUST011799,2024-03-23,Debit Card,Standard,Returned,2477.12,191.57,91.81
ORD0196928,CUST026475,2025-09-28,Debit Card,Express,Completed,1577.29,381.67,195.21
ORD0196929,CUST034697,2025-09-03,Credit Card,Express,Completed,7376.85,422.28,175.04
ORD0196930,CUST032310,2025-12-06,UPI,Express,Completed,7738.08,643.8,155.66
ORD0196931,CUST029822,2025-01-13,Credit Card,Standard,Completed,2869.51,226.87,85.9
ORD0196932,CUST002732,2024-05-09,Credit Card,Standard,Completed,7954.2,904.78,78.45
ORD0196933,CUST009702,2025-03-23,Debit Card,Standard,Completed,5423.33,307.72,73.44
ORD0196934,CUST033661,2025-05-22,Debit Card,Express,Completed,5360.49,161.0,184.31
ORD0196935,CUST025124,2025-01-16,Credit Card,Standard,Completed,2375.55,102.38,94.84
ORD0196936,CUST042728,2024-10-26,Debit Card,Standard,Completed,8373.17,1405.11,99.91
ORD0196937,CUST024281,2024-06-11,Debit Card,Standard,Completed,652.26,59.4,88.4
ORD0196938,CUST010145,2025-02-17,COD,Standard,Completed,248.26,68.16,79.95
ORD0196939,CUST006526,2025-03-11,UPI,Standard,Completed,2859.73,275.29,87.94
ORD0196940,CUST018101,2025-07-01,Credit Card,Standard,Completed,1591.48,28.26,66.62
ORD0196941,CUST033399,2025-08-22,Credit Card,Standard,Completed,450.9,0.0,87.38
ORD0196942,CUST032420,2024-09-14,Credit Card,Standard,Cancelled,334.7,28.36,57.51
ORD0196943,CUST028888,2025-04-08,Credit Card,Standard,Completed,3347.09,497.94,45.61
ORD0196944,CUST018099,2024-05-17,COD,Express,Completed,605.79,142.21,159.38
ORD0196945,CUST013549,2025-05-01,Debit Card,Express,Completed,6630.99,813.44,138.48
ORD0196946,CUST000480,2025-07-11,Credit Card,Express,Completed,3407.06,185.98,118.23
ORD0196947,CUST027545,2025-07-25,UPI,Standard,Completed,11535.18,2547.33,56.89
ORD0196948,CUST019238,2024-04-01,UPI,Standard,Completed,10614.06,1807.79,83.04
ORD0196949,CUST020468,2024-10-21,UPI,Standard,Completed,1144.39,4.48,86.81
ORD0196950,CUST030089,2024-10-30,Debit Card,Same Day,Completed,1424.04,238.65,309.29
ORD0196951,CUST009911,2024-03-21,Net Banking,Express,Completed,5211.17,368.9,168.45
ORD0196952,CUST028262,2025-07-11,Credit Card,Standard,Completed,8022.86,1076.18,86.32
ORD0196953,CUST013657,2025-02-27,Debit Card,Same Day,Cancelled,7103.22,562.74,241.8
ORD0196954,CUST024131,2025-07-02,COD,Standard,Returned,4786.11,731.46,42.59
ORD0196955,CUST007642,2024-02-17,Debit Card,Express,Completed,5914.1,256.08,138.31
ORD0196956,CUST033467,2024-03-17,COD,Standard,Completed,7875.2,700.62,46.91
ORD0196957,CUST030101,2025-06-11,Debit Card,Standard,Completed,1752.5,229.99,96.95
ORD0196958,CUST000930,2025-03-29,Debit Card,Express,Completed,5096.8,641.42,130.42
ORD0196959,CUST001635,2025-05-01,Net Banking,Standard,Completed,5703.91,312.42,91.0
ORD0196960,CUST023107,2025-04-19,UPI,Standard,Completed,746.25,87.34,46.82
ORD0196961,CUST038547,2025-08-24,UPI,Standard,Completed,4174.34,483.32,45.77
ORD0196962,CUST047016,2024-12-18,Credit Card,Standard,Completed,4480.19,661.38,42.67
ORD0196963,CUST009290,2025-05-04,COD,Standard,Cancelled,4505.44,702.42,90.49
ORD0196964,CUST013638,2024-06-30,UPI,Standard,Completed,4082.65,393.77,92.59
ORD0196965,CUST005868,2025-04-01,UPI,Express,Completed,4074.66,507.06,102.01
ORD0196966,CUST002206,2025-08-19,COD,Express,Completed,925.15,87.3,133.54
ORD0196967,CUST007749,2025-10-02,Net Banking,Standard,Completed,6203.34,367.71,54.22
ORD0196968,CUST007042,2025-05-20,Credit Card,Express,Completed,5783.35,1122.36,92.94
ORD0196969,CUST029602,2025-01-04,UPI,Standard,Completed,6087.48,1454.46,64.09
ORD0196970,CUST037829,2025-03-12,Debit Card,Standard,Completed,3243.52,339.76,85.95
ORD0196971,CUST048675,2025-08-28,Credit Card,Express,Completed,2082.74,313.12,143.16
ORD0196972,CUST044952,2025-06-07,Debit Card,Standard,Completed,1350.76,324.51,88.03
ORD0196973,CUST041445,2025-12-27,UPI,Express,Completed,3300.84,72.32,163.85
ORD0196974,CUST042721,2025-04-09,Debit Card,Standard,Completed,9771.37,267.67,48.52
ORD0196975,CUST041595,2025-04-26,Debit Card,Standard,Completed,7128.48,1536.4,44.84
ORD0196976,CUST029174,2025-06-09,Net Banking,Express,Completed,13429.98,1197.57,90.78
ORD0196977,CUST048736,2024-08-21,Net Banking,Standard,Completed,2140.92,0.0,87.86
ORD0196978,CUST041096,2024-08-09,Net Banking,Same Day,Completed,9165.01,1739.27,255.28
ORD0196979,CUST021821,2024-08-01,COD,Express,Returned,1246.82,315.33,126.79
ORD0196980,CUST025211,2024-06-24,Credit Card,Standard,Completed,916.89,238.5,57.48
ORD0196981,CUST012327,2025-10-21,Credit Card,Standard,Completed,811.49,97.01,60.42
ORD0196982,CUST018065,2025-09-12,Debit Card,Standard,Completed,6552.96,289.54,52.43
ORD0196983,CUST025744,2024-10-05,Debit Card,Same Day,Completed,2989.84,77.69,343.03
ORD0196984,CUST002583,2025-10-27,UPI,Standard,Completed,1617.08,277.85,70.79
ORD0196985,CUST003246,2025-06-27,Debit Card,Express,Completed,1210.59,234.59,159.23
ORD0196986,CUST034195,2025-05-04,Net Banking,Standard,Returned,1051.65,97.22,96.95
ORD0196987,CUST036730,2024-06-12,COD,Express,Completed,3875.62,88.64,119.65
ORD0196988,CUST009742,2024-01-07,COD,Standard,Completed,5628.72,757.88,88.99
ORD0196989,CUST025218,2024-11-20,UPI,Standard,Completed,5534.04,797.7,56.55
ORD0196990,CUST048969,2025-12-13,COD,Standard,Completed,6248.91,532.92,71.0
ORD0196991,CUST003792,2025-07-26,Credit Card,Standard,Completed,7308.11,1107.55,67.32
ORD0196992,CUST049418,2024-01-07,UPI,Standard,Completed,3203.49,414.98,59.44
ORD0196993,CUST028287,2024-12-27,Debit Card,Standard,Completed,4428.79,345.27,45.0
ORD0196994,CUST002928,2024-08-23,Net Banking,Express,Completed,2649.96,675.42,192.94
ORD0196995,CUST027871,2024-12-27,UPI,Express,Completed,2440.63,478.19,171.38
ORD0196996,CUST009051,2025-08-20,Wallet,Standard,Completed,9768.96,1099.9,59.96
ORD0196997,CUST028634,2025-04-14,UPI,Standard,Completed,4537.44,945.2,60.06
ORD0196998,CUST013483,2024-10-13,Credit Card,Standard,Completed,20525.07,4134.73,85.76
ORD0196999,CUST023942,2024-01-29,Credit Card,Standard,Completed,1532.04,124.72,79.42
ORD0197000,CUST010619,2025-12-21,UPI,Standard,Completed,8031.02,54.03,77.53
ORD0197001,CUST029140,2024-06-11,Net Banking,Standard,Completed,5028.33,733.5,65.2
ORD0197002,CUST007640,2024-11-03,Net Banking,Standard,Completed,15938.23,2250.4,86.99
ORD0197003,CUST007840,2024-11-27,Credit Card,Standard,Completed,368.36,13.65,81.74
ORD0197004,CUST025430,2024-04-21,COD,Standard,Completed,3514.22,443.57,80.32
ORD0197005,CUST016779,2024-11-03,Debit Card,Express,Completed,9543.72,638.35,120.24
ORD0197006,CUST034438,2024-04-28,Credit Card,Standard,Completed,8097.12,1072.12,74.1
ORD0197007,CUST001785,2024-09-01,UPI,Express,Completed,4214.23,442.28,93.59
ORD0197008,CUST043664,2025-07-17,Credit Card,Same Day,Completed,729.46,13.3,276.41
ORD0197009,CUST033137,2024-12-29,Wallet,Express,Completed,11366.02,216.16,173.51
ORD0197010,CUST047622,2024-12-06,Credit Card,Standard,Completed,1358.9,28.51,45.96
ORD0197011,CUST002026,2025-02-03,Credit Card,Express,Completed,14477.45,2339.99,102.96
ORD0197012,CUST001203,2025-02-04,Credit Card,Standard,Completed,6383.81,785.67,98.07
ORD0197013,CUST048007,2025-10-30,COD,Standard,Completed,1339.24,191.57,63.5
ORD0197014,CUST029992,2024-03-20,Net Banking,Standard,Completed,3888.54,585.34,73.28
ORD0197015,CUST038609,2024-06-17,Credit Card,Express,Completed,1906.67,349.67,126.99
ORD0197016,CUST002779,2025-08-23,UPI,Standard,Returned,1745.1,32.92,53.89
ORD0197017,CUST041464,2025-02-24,Credit Card,Express,Completed,2109.68,423.81,148.66
ORD0197018,CUST046145,2025-01-24,Credit Card,Express,Completed,25677.38,4276.32,147.53
ORD0197019,CUST020571,2024-01-03,Credit Card,Same Day,Completed,16022.25,3346.12,219.72
ORD0197020,CUST010651,2024-02-04,Net Banking,Express,Completed,2137.64,361.08,104.23
ORD0197021,CUST001896,2025-01-19,Credit Card,Standard,Completed,3558.25,583.35,69.44
ORD0197022,CUST041551,2025-01-30,UPI,Standard,Completed,7156.93,551.22,91.22
ORD0197023,CUST013107,2024-03-06,COD,Standard,Cancelled,5627.29,359.9,91.23
ORD0197024,CUST021046,2025-01-19,UPI,Standard,Completed,5025.24,343.53,97.34
ORD0197025,CUST004180,2025-02-17,UPI,Standard,Completed,7009.31,1598.82,74.91
ORD0197026,CUST042589,2024-11-02,Net Banking,Express,Completed,8001.11,12.11,147.57
ORD0197027,CUST041783,2025-04-25,UPI,Express,Completed,1637.89,189.68,174.97
ORD0197028,CUST030444,2025-04-05,UPI,Standard,Completed,1452.77,6.37,46.94
ORD0197029,CUST043675,2025-05-07,Net Banking,Standard,Returned,6060.9,1007.76,76.8
ORD0197030,CUST049080,2025-04-05,Credit Card,Standard,Completed,23169.04,1961.52,89.37
ORD0197031,CUST046971,2024-07-17,Credit Card,Standard,Completed,51193.11,2667.73,85.53
ORD0197032,CUST047238,2025-02-20,UPI,Express,Completed,12176.04,875.55,104.47
ORD0197033,CUST005863,2024-12-01,COD,Standard,Completed,6154.17,1184.37,42.96
ORD0197034,CUST021785,2024-01-03,Debit Card,Standard,Completed,1039.12,209.2,49.32
ORD0197035,CUST023114,2025-04-28,UPI,Express,Completed,12494.13,2854.29,182.17
ORD0197036,CUST033599,2025-07-02,Debit Card,Express,Returned,5106.94,112.04,120.39
ORD0197037,CUST023810,2025-07-24,UPI,Standard,Cancelled,2937.86,2.22,74.62
ORD0197038,CUST031998,2025-09-29,Credit Card,Express,Completed,1187.5,15.5,122.67
ORD0197039,CUST004305,2025-09-21,UPI,Standard,Completed,2671.36,354.08,51.99
ORD0197040,CUST025895,2024-10-01,UPI,Express,Completed,6550.76,1229.96,158.68
ORD0197041,CUST006490,2024-03-22,COD,Standard,Returned,6712.78,371.89,54.53
ORD0197042,CUST033964,2025-08-08,Credit Card,Standard,Completed,9434.57,959.27,81.42
ORD0197043,CUST015076,2025-08-28,Net Banking,Standard,Completed,1429.52,123.27,69.03
ORD0197044,CUST018608,2024-11-13,Debit Card,Standard,Completed,5234.05,213.76,57.89
ORD0197045,CUST043032,2024-01-10,Credit Card,Express,Completed,9174.54,747.73,163.66
ORD0197046,CUST014461,2025-12-10,UPI,Standard,Completed,3587.86,508.81,87.58
ORD0197047,CUST033890,2025-11-17,UPI,Standard,Completed,12768.8,2026.71,80.58
ORD0197048,CUST042686,2025-04-20,UPI,Express,Cancelled,999.67,203.33,123.15
ORD0197049,CUST041831,2025-01-23,UPI,Standard,Completed,6890.23,852.29,43.67
ORD0197050,CUST043659,2024-07-26,UPI,Express,Completed,14387.48,395.19,115.22
ORD0197051,CUST016595,2024-12-21,UPI,Standard,Completed,13827.9,1379.58,46.4
ORD0197052,CUST005899,2025-09-17,Net Banking,Standard,Completed,4981.86,853.64,98.3
ORD0197053,CUST043960,2024-03-24,Wallet,Standard,Completed,1866.13,272.98,75.65
ORD0197054,CUST014498,2025-05-05,Debit Card,Standard,Completed,10459.38,844.12,92.89
ORD0197055,CUST041664,2025-07-19,Wallet,Express,Completed,3457.57,240.92,199.56
ORD0197056,CUST001255,2025-11-19,UPI,Standard,Completed,1707.76,268.0,96.66
ORD0197057,CUST017025,2024-03-25,Net Banking,Standard,Completed,11039.32,2055.76,66.34
ORD0197058,CUST041639,2025-12-14,COD,Standard,Completed,5381.34,526.38,53.59
ORD0197059,CUST044220,2025-06-04,Credit Card,Same Day,Completed,1325.82,251.38,211.16
ORD0197060,CUST039638,2024-05-08,Debit Card,Standard,Completed,4082.12,665.68,94.65
ORD0197061,CUST036148,2024-08-21,Wallet,Standard,Completed,21558.61,290.2,67.92
ORD0197062,CUST035115,2024-07-30,Debit Card,Standard,Completed,2124.51,231.76,99.55
ORD0197063,CUST032078,2025-02-01,Credit Card,Standard,Completed,11300.54,1100.63,73.98
ORD0197064,CUST036332,2024-06-07,Credit Card,Standard,Completed,1736.11,154.17,48.25
ORD0197065,CUST033222,2025-11-27,Credit Card,Express,Completed,1242.59,122.57,113.39
ORD0197066,CUST022386,2025-05-18,COD,Same Day,Returned,7479.21,251.22,265.96
ORD0197067,CUST019792,2025-07-26,Credit Card,Standard,Returned,7969.42,870.87,44.77
ORD0197068,CUST026898,2025-04-01,UPI,Standard,Completed,4525.24,950.54,81.54
ORD0197069,CUST018901,2024-06-26,Debit Card,Standard,Completed,12990.23,2260.68,97.04
ORD0197070,CUST003646,2024-05-27,Net Banking,Standard,Completed,5942.32,0.0,72.7
ORD0197071,CUST026868,2024-08-03,Credit Card,Standard,Completed,3917.81,809.59,70.79
ORD0197072,CUST037204,2025-05-25,Wallet,Express,Completed,8825.45,916.86,132.5
ORD0197073,CUST038997,2024-09-19,Net Banking,Standard,Completed,1972.16,238.22,86.33
ORD0197074,CUST045065,2025-04-12,COD,Standard,Completed,737.35,119.47,55.17
ORD0197075,CUST004810,2025-03-13,Net Banking,Standard,Completed,15407.64,2454.21,75.39
ORD0197076,CUST049322,2024-09-17,UPI,Standard,Completed,2134.84,309.4,66.6
ORD0197077,CUST029885,2024-03-28,UPI,Standard,Returned,8162.73,972.71,80.42
ORD0197078,CUST041095,2024-07-09,Net Banking,Standard,Completed,5986.48,177.48,71.27
ORD0197079,CUST028776,2025-12-17,Debit Card,Same Day,Completed,1169.85,66.07,348.36
ORD0197080,CUST002061,2024-12-30,Net Banking,Express,Completed,6852.13,433.76,197.02
ORD0197081,CUST008537,2025-09-28,Credit Card,Standard,Completed,1934.57,467.68,86.33
ORD0197082,CUST043088,2025-04-08,Credit Card,Standard,Completed,2970.36,502.16,43.0
ORD0197083,CUST001056,2025-07-18,Credit Card,Standard,Completed,7047.5,543.86,71.87
ORD0197084,CUST003147,2025-01-22,COD,Standard,Completed,1648.34,13.36,70.96
ORD0197085,CUST030868,2025-10-11,COD,Standard,Completed,1477.45,0.0,59.71
ORD0197086,CUST025328,2025-06-09,UPI,Standard,Completed,28373.58,1478.95,92.01
ORD0197087,CUST030969,2024-07-26,UPI,Standard,Completed,1148.71,248.04,79.0
ORD0197088,CUST002097,2024-07-01,UPI,Express,Completed,4742.8,220.73,106.96
ORD0197089,CUST006841,2024-07-20,UPI,Standard,Completed,13785.43,1873.79,50.61
ORD0197090,CUST000494,2024-02-26,UPI,Standard,Completed,2829.56,763.48,94.49
ORD0197091,CUST002358,2024-04-27,Wallet,Standard,Completed,1614.45,319.02,67.45
ORD0197092,CUST017080,2024-03-21,UPI,Express,Completed,7632.0,1785.03,171.95
ORD0197093,CUST047268,2024-01-08,UPI,Express,Completed,792.54,132.05,105.48
ORD0197094,CUST032447,2025-08-15,Wallet,Express,Completed,5445.65,979.96,130.97
ORD0197095,CUST015181,2025-01-20,Credit Card,Standard,Completed,3499.94,249.18,83.39
ORD0197096,CUST047210,2024-05-30,Wallet,Standard,Cancelled,1220.84,35.98,60.17
ORD0197097,CUST017985,2025-02-16,Debit Card,Standard,Completed,4127.84,275.88,85.6
ORD0197098,CUST004364,2024-01-23,Wallet,Express,Completed,12261.08,2921.09,157.85
ORD0197099,CUST015362,2024-08-01,Credit Card,Same Day,Completed,7616.31,834.61,231.75
ORD0197100,CUST049789,2025-10-05,Debit Card,Standard,Completed,590.63,149.12,98.94
ORD0197101,CUST038136,2024-05-30,UPI,Standard,Completed,973.54,258.49,56.3
ORD0197102,CUST002405,2024-04-06,Credit Card,Standard,Completed,1381.88,40.4,56.33
ORD0197103,CUST028472,2025-02-28,Debit Card,Express,Completed,330.81,40.12,123.93
ORD0197104,CUST017733,2025-09-19,Debit Card,Express,Completed,16037.43,2223.52,98.51
ORD0197105,CUST040299,2024-01-22,Credit Card,Standard,Completed,1307.35,115.9,81.68
ORD0197106,CUST021430,2024-11-14,UPI,Standard,Completed,20423.88,1184.51,50.92
ORD0197107,CUST047387,2024-05-15,UPI,Standard,Completed,5081.35,734.22,74.95
ORD0197108,CUST047957,2024-01-15,UPI,Standard,Completed,332.13,86.09,66.92
ORD0197109,CUST022105,2025-02-10,UPI,Express,Completed,2575.6,86.41,161.18
ORD0197110,CUST016076,2025-09-13,UPI,Standard,Completed,4939.57,345.36,91.72
ORD0197111,CUST011111,2024-01-16,UPI,Standard,Returned,12877.09,810.05,91.28
ORD0197112,CUST032201,2025-02-08,UPI,Standard,Completed,443.32,102.82,80.98
ORD0197113,CUST011930,2024-03-25,Wallet,Express,Completed,6850.28,0.0,173.28
ORD0197114,CUST017238,2024-03-29,UPI,Standard,Returned,2883.91,392.4,40.1
ORD0197115,CUST041819,2025-03-13,UPI,Standard,Completed,3742.83,506.17,82.72
ORD0197116,CUST048136,2024-09-16,Credit Card,Standard,Completed,1300.47,262.19,47.21
ORD0197117,CUST021978,2025-04-11,UPI,Standard,Completed,2862.41,444.43,86.49
ORD0197118,CUST040346,2025-03-26,Credit Card,Standard,Completed,1314.62,116.44,69.54
ORD0197119,CUST023085,2025-10-19,Credit Card,Standard,Completed,1895.5,449.23,61.75
ORD0197120,CUST020252,2025-09-21,Wallet,Express,Completed,2676.24,185.6,181.98
ORD0197121,CUST041182,2025-01-08,Debit Card,Express,Completed,3669.68,174.94,146.27
ORD0197122,CUST022769,2024-07-06,Debit Card,Standard,Completed,4519.78,774.92,51.23
ORD0197123,CUST012131,2024-10-08,Credit Card,Standard,Completed,1953.52,425.5,66.09
ORD0197124,CUST040691,2024-03-28,COD,Standard,Completed,14580.21,1520.78,51.71
ORD0197125,CUST022954,2025-07-21,Debit Card,Standard,Completed,2077.52,324.78,87.95
ORD0197126,CUST010138,2025-12-28,COD,Express,Completed,3257.73,116.83,164.5
ORD0197127,CUST029786,2025-10-23,Wallet,Standard,Completed,3119.57,559.77,51.2
ORD0197128,CUST040115,2025-06-03,Credit Card,Express,Completed,3890.49,44.86,195.66
ORD0197129,CUST007274,2025-11-27,Credit Card,Standard,Completed,7254.15,1669.89,50.32
ORD0197130,CUST027435,2025-01-10,Debit Card,Standard,Completed,1671.63,37.29,86.65
ORD0197131,CUST011694,2024-12-28,Credit Card,Standard,Completed,5009.58,85.16,63.8
ORD0197132,CUST043841,2024-07-29,UPI,Standard,Completed,18914.9,280.66,58.63
ORD0197133,CUST047478,2025-09-08,UPI,Express,Completed,3859.62,278.42,94.61
ORD0197134,CUST009870,2025-01-11,COD,Standard,Completed,406.3,85.58,95.5
ORD0197135,CUST015702,2024-11-17,Credit Card,Express,Completed,14019.75,2186.36,164.12
ORD0197136,CUST025757,2025-02-12,UPI,Standard,Completed,16715.48,2048.02,67.1
ORD0197137,CUST027248,2024-09-28,UPI,Standard,Completed,4367.95,1090.17,56.79
ORD0197138,CUST002255,2025-07-30,Credit Card,Standard,Completed,1140.02,246.0,47.91
ORD0197139,CUST027242,2025-04-13,UPI,Standard,Completed,5646.67,1109.02,68.01
ORD0197140,CUST017074,2025-03-05,Credit Card,Standard,Completed,2596.71,361.82,95.45
ORD0197141,CUST025916,2025-02-27,UPI,Express,Completed,3778.36,88.58,192.4
ORD0197142,CUST029621,2025-05-01,Credit Card,Standard,Cancelled,5476.89,1345.05,56.19
ORD0197143,CUST047976,2024-09-23,Wallet,Express,Completed,5511.39,344.87,178.06
ORD0197144,CUST031770,2024-01-12,UPI,Standard,Completed,4629.13,53.96,90.9
ORD0197145,CUST011533,2024-10-05,UPI,Express,Completed,1991.97,89.3,186.8
ORD0197146,CUST003711,2024-06-17,UPI,Standard,Cancelled,8215.38,1192.53,63.91
ORD0197147,CUST003568,2024-10-03,Debit Card,Standard,Completed,1703.15,76.58,71.75
ORD0197148,CUST015873,2025-02-10,UPI,Standard,Completed,2062.36,60.48,92.15
ORD0197149,CUST019174,2025-06-06,UPI,Standard,Returned,3181.54,453.65,67.91
ORD0197150,CUST048042,2025-02-21,Debit Card,Standard,Completed,22439.57,1483.11,42.06
ORD0197151,CUST036859,2025-09-28,Debit Card,Standard,Returned,1985.86,186.1,47.68
ORD0197152,CUST030957,2024-09-09,Net Banking,Standard,Completed,3780.7,453.92,93.43
ORD0197153,CUST006930,2025-01-25,Credit Card,Standard,Cancelled,5848.36,273.09,91.66
ORD0197154,CUST039974,2024-04-14,Net Banking,Express,Completed,3343.11,280.88,184.22
ORD0197155,CUST047636,2025-02-12,UPI,Standard,Completed,9016.48,1854.39,53.51
ORD0197156,CUST007673,2025-01-24,Debit Card,Same Day,Completed,11083.59,2025.73,226.56
ORD0197157,CUST029333,2025-05-04,COD,Express,Completed,1356.85,118.27,146.73
ORD0197158,CUST010717,2025-01-01,UPI,Express,Completed,14563.59,771.19,131.96
ORD0197159,CUST049564,2025-06-04,Credit Card,Standard,Completed,7670.59,634.1,66.34
ORD0197160,CUST022936,2025-06-21,Credit Card,Express,Returned,1071.3,172.38,176.42
ORD0197161,CUST034925,2025-07-04,UPI,Express,Completed,5164.07,820.46,160.26
ORD0197162,CUST030986,2024-04-03,UPI,Standard,Completed,1481.94,215.09,70.92
ORD0197163,CUST040672,2025-01-22,Credit Card,Standard,Completed,4617.34,498.22,88.14
ORD0197164,CUST014143,2024-10-30,Credit Card,Standard,Completed,7787.63,952.89,75.84
ORD0197165,CUST022096,2025-01-12,UPI,Standard,Completed,2583.97,315.78,85.58
ORD0197166,CUST035203,2025-04-17,UPI,Express,Completed,1220.76,134.26,149.18
ORD0197167,CUST015594,2025-04-05,Wallet,Express,Completed,1257.38,246.1,98.34
ORD0197168,CUST001303,2025-09-09,UPI,Standard,Completed,1240.21,264.48,98.04
ORD0197169,CUST001488,2025-10-03,Credit Card,Express,Completed,2198.4,605.36,120.59
ORD0197170,CUST027023,2024-10-28,Net Banking,Express,Completed,10231.71,160.33,103.65
ORD0197171,CUST020163,2025-10-14,UPI,Standard,Completed,14814.58,1912.95,88.42
ORD0197172,CUST015273,2025-04-10,UPI,Standard,Completed,1642.92,417.69,51.01
ORD0197173,CUST001259,2024-07-20,Debit Card,Express,Completed,5395.13,719.67,113.36
ORD0197174,CUST034932,2024-12-09,Debit Card,Standard,Completed,4882.46,545.22,57.5
ORD0197175,CUST028728,2024-08-02,Debit Card,Standard,Completed,538.07,144.0,83.16
ORD0197176,CUST029449,2024-02-25,Debit Card,Standard,Cancelled,9109.64,533.79,76.13
ORD0197177,CUST014515,2024-09-08,Credit Card,Standard,Completed,2988.26,368.92,86.3
ORD0197178,CUST004826,2025-08-16,Credit Card,Express,Completed,3860.26,435.47,94.0
ORD0197179,CUST005556,2024-09-20,COD,Same Day,Completed,350.3,70.25,225.25
ORD0197180,CUST011157,2024-06-03,Debit Card,Standard,Completed,2227.12,213.61,94.34
ORD0197181,CUST026042,2025-02-11,Credit Card,Standard,Completed,3348.91,847.52,64.03
ORD0197182,CUST009476,2025-09-21,UPI,Standard,Completed,1425.04,6.02,74.78
ORD0197183,CUST028401,2024-09-15,Credit Card,Standard,Completed,9763.61,1912.25,93.53
ORD0197184,CUST042047,2024-06-01,COD,Express,Completed,2959.21,462.04,132.74
ORD0197185,CUST029928,2024-02-02,Credit Card,Express,Completed,3946.42,111.3,125.82
ORD0197186,CUST047685,2024-04-15,Debit Card,Standard,Completed,3377.92,386.82,61.98
ORD0197187,CUST024510,2024-07-08,UPI,Same Day,Completed,2602.18,39.76,317.75
ORD0197188,CUST021523,2025-06-18,Net Banking,Express,Completed,509.51,19.31,109.81
ORD0197189,CUST046614,2024-04-30,UPI,Same Day,Cancelled,8334.27,943.81,191.92
ORD0197190,CUST044650,2024-07-22,Debit Card,Standard,Completed,9161.76,879.66,86.75
ORD0197191,CUST037283,2025-04-01,COD,Same Day,Completed,2550.04,340.32,346.12
ORD0197192,CUST042953,2025-08-13,UPI,Same Day,Completed,3620.08,619.35,212.84
ORD0197193,CUST007990,2025-11-04,Credit Card,Standard,Completed,7286.72,1004.04,54.34
